,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,song_text,text_length
144,6. Deceitful fancy,,John Coprario,,John Coprario,Funeral Teares,,1606,#6,Sarge Gerbode,Sarge Gerbode,,,,,6. Deceitful fancy,,lute song,Gm,3.0,"6-course, bass viol, alto, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/06_deceitful_fancy_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/pdf/06_deceitful_fancy_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/06_deceitful_fancy/midi/06_deceitful_fancy_S.mid,1573937412,1586042065,"stay gentle object, stay gentle object, my stay gentle object, stay gentle object, my delud'st thou me, the dead alive presenting? my sense still deceive, with this thy kind illusion: i delud'st thou me, the dead alive presenting? my sense still deceive, with this thy kind illusion: i joy's fair image carv'd in shades i see: o die through madness if my thoughts you leave; o joy's fair image carv'd in shades i see: o die through madness if my thoughts you leave; o false, o false yet sweet contenting! why art not strange, o strange yet sweet confusion! poor blissless false, o false yet sweet contenting! why art not strange, o strange yet sweet confusion! poor blissless thou a substance like to me, or i heart, that feels such deep annoy, only thou a substance like to me, or heart, that feels such deep annoy, ona shade to vanish hence with thee? to lose the shadow of thy joy! i a shade to vanish hence with thee? ly to lose the shadow of thy joy!",955
147,7. Foe of mankind,A dialogue,John Coprario,,John Coprario,Funeral Teares,,1606,#7,Sarge Gerbode,Sarge Gerbode,,,,,7. Foe of mankind,,lute song,Gm,3.0,"6-course, bass viol, tenor, soprano",score,,,,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/07_foe_of_mankind_S.ft3,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/pdf/07_foe_of_mankind_S.pdf,https://lutemusic.org/composers/Coprario/funeral_tears/07_foe_of_mankind/midi/07_foe_of_mankind_S.mid,1573937412,1586042065,"foe of mankind, why murd'rest thou my love? oh where? oh where? he lives!  poor wretched life that only lives in name! that is true fame, is not flesh but soul; all life is that is true fame which living men enjoy; that is true life, that is true life which death cannot destroy. live live ever through thy merited renown, renown, fair ever, live ver through thy merited renown, spirit, shining, fair spirit, shining in thy starry fair spirit, shining, fair spirit, shining in crown, thy starry crown, crown, thy starry crown. thy starry crown, thy starry crown.",562
150,"Go, happy man",,John Coprario,,John Coprario,The masque of squires,,1614,#1,Sarge Gerbode,Sarge Gerbode,,,,,"Go, happy man",,lute song,Gm,2.0,"bass viol, 6-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/01_go_happy_man_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/pdf/01_go_happy_man_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/01_go_happy_man/midi/01_go_happy_man_S.mid,1573937412,1586042065,"go, happy man, like th'evening star, whosebeams to bridegrooms welcome are; may neither hag nor fiend withstand, the pow'r of thy victorious hand. brave knights in courtly pomp appear, for now are you long look'd for here. a way, encantments, vanish quite: no more delay our longing sight; th'uncharmed knights surrender now, by virtue of thy raised bough.",356
153,While dancing rests,,John Coprario,,John Coprario,The masque of squires,,1614,#2,Sarge Gerbode,Sarge Gerbode,,,,,While dancing rests,,lute song,Gm,2.0,"bass viol, 6-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/02_while_dancing_rests_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/pdf/02_while_dancing_rests_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/02_while_dancing_rests/midi/02_while_dancing_rests_S.mid,1573937412,1586042065,"while dancing rests, fit place to music granting, good spells the fates shall breathe, all envy daunting, kind cares with joy enchantlike looks, like hearts, like loves are link'd together. so must the fates be pleas'd, so come they hither to make this joy perselove decks the spring, her buds to th'air exposing: such fire herein these bridal breasts reposing, they leave with charms enclos-",392
156,"Come ashore, merry mates",,John Coprario,,John Coprario,The masque of squires,,1614,#3,Sarge Gerbode,Sarge Gerbode,,,,,"Come ashore, merry mates",,lute song,FM,2.0,"bass viol, 7-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/03_come_ashore_merry_mates_S.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/pdf/03_come_ashore_merry_mates_S.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/03_come_ashore_merry_mates/midi/03_come_ashore_merry_mates_S.mid,1573937412,1586042065,"came ashore, come merry mates, with your nimble heels and pates; summon evv'ry man his knight; enough honour'd is this a f a f a  spect. spect. the seaborn goddess straight will come, quench these lights and make all dumb; some sleep others she will call, the haste aboard, haste now away: hymen frowns at your delay. hymen doth long nights affect; yield him then his due renight. night. now let your sea born goddess come, quench these lights and make all dumb; some sleep, others let her call, night, good night to all. now all.",530
159,Send home my long-strayed eyes,Poem by John Donne,John Coprario,,John Coprario,Sounce unknown,,1610,#4,Sarge Gerbode,Sarge Gerbode,,,,,Send home my long-strayed eyes,,lute song,Gm,2.0,"7-course, soprano",score,,,,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/04_send_home_my_long-strayed_eyes.ft3,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/pdf/04_send_home_my_long-strayed_eyes.pdf,https://lutemusic.org/composers/Coprario/the_masque_of_squires/04_send_home_my_long-strayed_eyes/midi/04_send_home_my_long-strayed_eyes.mid,1573937412,1586042065,"send home my longstray'd eyes to me, which oh!, which oh! too long have dwelt on thee; and if they there have learn'd such ill, such false fashions, and forc'd passions, that they be made by thee fit for no good sight, keep them still. send home my harmless heart again, which no, which no unworthy thought could stain; but if it be taught by thine to make jestings of protestings, and break both word and oath, keep it still; 'tis none of mine. yet send me back my heart and eyes, that i, that i may know and see thy lies and may laugh and joy when thou art in anguish, and dost languish for someone that will none, or prove as false as thou dost now.",652
161,"Ah, Robyn, gentle Robyn",Poem by Thomas Wyatt.,William Cornysh,,GB-Lbl:British Library,Add. MS 31922,,1515,,Sarge Gerbode,Sarge Gerbode,,,,,"Ah, Robyn, gentle Robyn",,lute song,Em,3.0,"6-course, alto",score,,,,https://lutemusic.org/composers/Cornish/gentle_robyn/gentle_robyn_D_G_lute.ft3,https://lutemusic.org/composers/Cornish/gentle_robyn/pdf/gentle_robyn_D_G_lute.pdf,https://lutemusic.org/composers/Cornish/gentle_robyn/midi/gentle_robyn_D_G_lute.mid,1573937412,1586042065,"ah, robyn, gentle robin, tell me how thy leman doth, and thou shalt know of mine. ah, robyn, gentle robyn, tell me how thy leman doth and thou shalt know of mine. ah, robyn, gentle robyn, tell me how thy leman doth, and thou shalt know of mine. my lady is unkind, i wis, a lack, why is she so? she lov'th another better than me and yet she will say no. ah, robyn, gentle robyn, tell me how thy leman doth and thou shalt know of mine. i can not think such doubleness, for i find women true, in tell me how thy leman doth and thou shalt know of mine.",548
184,Torna il sereno Zefiro,,Sigismondo d'India,,Sigismondo d'India,Le Musiche v.5,,1623,%35,Sarge Gerbode,Sarge Gerbode,,,,,Torna il sereno Zefiro,,lute song,GM,3.0,"archlute, bass viol, soprano",score,,,,https://lutemusic.org/composers/D_India/torna_il_sereno_zefiro/torna_il_sereno_zefiro_S.ft3,https://lutemusic.org/composers/D_India/torna_il_sereno_zefiro/pdf/torna_il_sereno_zefiro_S.pdf,https://lutemusic.org/composers/D_India/torna_il_sereno_zefiro/midi/torna_il_sereno_zefiro_S.mid,1573937408,1586042068,"nd the twittering birds, weet musicians of the woods, inging together, tune their songs o the sound of the murmuring brook n concerts of harmonious notes. ay buried, beneath a horrid grief, ntone this sorrowful lay to the sound of sobs: or me it will never be spring. he clouds, gravid with water, rom which floods are disgorged, re now stanching the flow, nd the winds that raged ow sleep in silent peace. nd ever weeping, sad and mournful, or me it will never be spring. very tree is renewed, ressed with a cloak of green, leasant fields and meadows, ith their immense green bounty, nd finally caves, adorned ith vermillion and snow-white blossoms. he most beautiful greenery of my hope ried up and withered, intone this sorrowful lay: or me it will never be spring.",768
189,"Belinda's pretty, pleasing form",,John Eccles,,John Eccles,Women will have their wills,,1697,%1,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,"Belinda's pretty, pleasing form",,lute song,DM,3.0,"8-course, bass viol, soprano",score,,,,https://lutemusic.org/composers/Eccles/belindas_pretty_pleasing_form/belindas_pretty_pleasing_form_S.ft3,https://lutemusic.org/composers/Eccles/belindas_pretty_pleasing_form/pdf/belindas_pretty_pleasing_form_S.pdf,https://lutemusic.org/composers/Eccles/belindas_pretty_pleasing_form/midi/belindas_pretty_pleasing_form_S.mid,1573937416,1586042068,"belinda's pretty, pretty, pleasing form does my happy, happy, happy, happy fancy charm; her prittleprattle, tittle tattle, all engaging, most obliging; whilst i'm pressing clasping, kissing; oh! oh! how she does my soul alarm. belarm. there is such magic in her eyes, such magic in her eyes, in her eyes, does my wond'ring heart surprise. her prinking, mimping, winking, pinking, whilst i'm courting for transporting, how like an angel she panting lies, she panting lies, she lies!",481
196,O mio cor,,Girolamo Frescobaldi,,Girolamo Frescobaldi,Aria musicale per cantarsi,,1630,%1,Sarge Gerbode,Sarge Gerbode,,,,,O mio cor,,lute song,BbM,3.0,"9-course, bass viol, soprano",score,,,,https://lutemusic.org/composers/Frescobaldi/o_mio_cor/o_mio_cor_S.ft3,https://lutemusic.org/composers/Frescobaldi/o_mio_cor/pdf/o_mio_cor_S.pdf,https://lutemusic.org/composers/Frescobaldi/o_mio_cor/midi/o_mio_cor_S.mid,1573937417,1658610397,"y attempt at translation -corrections welcome! our path turns away to your own star???, ou also know, my sweet good one, s the sea has sterile sand., nd that fire xtinguish it first ut what am i doing? these prayers, these plaints an no longer hear me, and meanwhile you flee . oward your face. ierce my heart with pain and suffering. he pain i have in my breast. lease, therefore, in parting ive him death; et me know that close f death y life depends on the help h, my heart, my sweet life, t least hear, hat i have in my heart as much ardor hat my breast is filled with infinite love ith which my heart is burned and consumed, nd then depart, my soul. or you, in the distance h, my bad fortune, always empty. ll your charms that i delight in and gaze upon for a long time t least have pity on me, ruel one, that you will now hear me???? rom the one who loves you f you do not have the heart of a viper or a bear! o the door y fate has brought me, hat she alone can give.",973
204,What is beauty but a breath?,,Thomas Greaves,,Thomas Greaves,Musick of Sundry Kindes,,1604,,Sarge Gerbode,Sarge Gerbode,,,,,What is beauty but a breath?,,lute song,Gm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/composers/Greaves/songs/what_is_beauty_but_a_breath/what_is_beauty_but_a_breath.ft3,https://lutemusic.org/composers/Greaves/songs/what_is_beauty_but_a_breath/pdf/what_is_beauty_but_a_breath.pdf,https://lutemusic.org/composers/Greaves/songs/what_is_beauty_but_a_breath/midi/what_is_beauty_but_a_breath.mid,1573937418,1586042069,"what is beauty but a breath? fancy's twin at birth and death, f a the color of a damask rose, that fadeth when the north wind blows: tis such that though all sorts do crave it, they know not what it is to have it: a thing that sometime stoops not to a king, and yet most open to the common'st thing: for she that is most fair, is open to the air. -",348
206,"O eyes, leave off your weeping",,Robert Hales,,Robert Dowland,A Musicall Banquet,,1610,f.c1v,Sarge Gerbode,Sarge Gerbode,,,,,"O eyes, leave off your weeping",,lute song,Cm,3.0,"bass viol, 6-course, soprano","6-course, soprano",,,https://lutemusic.org/facsimiles/DowlandR/A_Musicall_Banquet_1610/c1v.png,https://lutemusic.org/composers/Hales/o_eyes_leave_off/o_eyes_leave_off.ft3,https://lutemusic.org/composers/Hales/o_eyes_leave_off/pdf/o_eyes_leave_off.pdf,https://lutemusic.org/composers/Hales/o_eyes_leave_off/midi/o_eyes_leave_off.mid,1573937418,1588451618,"o eyes, leave off your weeping; love hath the thoughts in keeping that may content you: let not this misconceiving, where comforts are receiving, causless torment you. b flat in original, conflicts with top line. clouds threaten but a shower; hope hath his happy hour, thoughlong in lasting. time needs must be attended; love must not be offended with too much hasting. but o the painful pleasure, where love attends the leisure of life's wretchedness, where hope is but illusion, and fear is but confusion of love's happiness. but happy hope that seeeth how hope and hap agreeth. of life deprive me, or let me be assured, when life hath death endured, love will revive me.",673
210,I prithee send me back my heart,,Henry Lawes,,John Playford,Music's delight on the cithren,,1666,p.87,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,I prithee send me back my heart,,lute song,Cm,3.0,"6-course, soprano",score,,,,https://lutemusic.org/composers/HLawes/songs/I_prithee_send_me_back/I_prithee_send_me_back.ft3,https://lutemusic.org/composers/HLawes/songs/I_prithee_send_me_back/pdf/I_prithee_send_me_back.pdf,https://lutemusic.org/composers/HLawes/songs/I_prithee_send_me_back/midi/I_prithee_send_me_back.mid,1573937418,1586042070,"i prithee send me back my heart, since i cannot have thine; for if from yours you will not part, then why should you keep mine? yet now i think on't, let it lie, to send it me were vain, for th'hast a thief in either eye will steal it back again.",246
213,Sweet Echo,Words by Comus Milton.,Henry Lawes,,GB-Lbl:British Library,Add. MS 11518,,1634,,Sarge Gerbode,Sarge Gerbode,Sarge Gerbode,,,,Sweet Echo,,lute song,Dm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/composers/HLawes/songs/sweet_echo/sweet_echo_VT.ft3,https://lutemusic.org/composers/HLawes/songs/sweet_echo/pdf/sweet_echo_VT.pdf,https://lutemusic.org/composers/HLawes/songs/sweet_echo/midi/sweet_echo_VT.mid,1573937418,1586042070,"sweet echo, sweetest nymph that liv'st unseen, within thy airy shell, by slow meander's margent green, and in thy violet embroider'd vale, where the lovelorn nightingale nightly to thee, her sad song mourneth well, canst thou not tell me of a gentle pair, that likest thy narcissus are? o, if thou have hid them in some flow'ry cave, tell me but where, sweet queen of parley, daughter of the sphere; so may'st thou be transplanted to the skies, and hold a counterpoint to all heav'n's harmonies.",495
